"jiaotongyunshu","xiuxianfuwu","meiti","gonggongshiye","nonglinmuyu","huagong","yiyaoshengwu","shangyemaoyi","guofangjungong","jiayongdianqi","jianzhucailiao","jianzhuzhuangshi","fangdichan","yousejinshu","jixiezhizao","qiche","dianzi","dianqishebei","fangzhifuzhuang","zonghe","jisuanji","qingongzhizao","tongxin","caijue","gangtie","yinhang","feiyinjinrong","shipinyinliao"
"2005-01-17",-0.00124140260867822,0.0391367040802519,0.0691444612852488,-0.01188928931919,0.0127467583241057,-0.0300085175237843,0.00135428846402252,6.5287362348343e-05,-0.00704334248467386,0.0181267521837691,0.00621149188128545,0.0101627447196906,0.0376954298435574,-0.0247650081487372,0.00116497907252189,-0.000427004826466515,0.0176519693926371,-0.0202469145104853,0.0143102768261194,0.0237488693234331,0.0356705280492253,0.00500832136144869,-0.0088259447659631,-0.0734862635986566,-0.0256668906578561,-0.00719772363004978,0.00944845633450786,0.00773616629921836
"2005-01-24",-0.0168005745929998,-0.02836521070979,-0.0440022961109436,-0.0583454739436897,-0.0389891356268457,-0.0389394441807882,-0.0233025063343053,-0.0247598586394471,-0.0249569500677902,-0.0188874495263152,-0.0351303472983346,-0.0337469492648905,-0.0173244188925121,-0.0306749892414757,-0.0244329176856484,-0.0263583794029723,-0.0312850807281277,-0.0332408665163406,-0.0400636045143985,-0.020028067921535,-0.043712788674787,-0.0304929463160013,0.0202308583978734,-0.0200221807892342,-0.0144651185172711,-0.0314299656605996,-0.10824094198876,-0.0200016102417564
"2005-01-31",0.00618596393338766,0.0350811192030038,0.0152866715855247,0.0256226954705614,0.0404556913927978,0.0286616910493418,0.0232122774751877,0.0301898776458591,0.0138399871728048,0.0236469982844518,0.0404653539840414,0.0315480078683565,0.0393015754181096,0.0451113189630972,0.0366724278014381,0.0667402387687419,0.021537968731046,0.0112035112822966,0.0284683293901287,0.0501615253709149,0.00802488518574584,0.00498872988352694,0.040000393370927,0.0138900327915916,0.048988884229038,0.0600171335492519,0.0534192195704204,0.0225205032612399
"2005-02-04",-0.0368666728351545,-0.061048482541838,-0.100639855337666,-0.0439130314194234,-0.105733089331886,-0.0562787687483413,-0.0698384720656993,-0.0623280938743349,-0.108828137694454,-0.0750882732656741,-0.0844042547084651,-0.0789956387266564,-0.0584054326303365,-0.0644364737710452,-0.089338485622247,-0.0790808749613703,-0.0962373245696027,-0.0779746836132027,-0.0962793669557866,-0.0912952910402804,-0.103081121197851,-0.0655303129287388,-0.049863720740718,-0.018804193725992,-0.0205824587891099,-0.0375651348123176,-0.108886735745739,-0.0253118352498225
"2005-02-21",0.0520450734096132,0.0408652893405641,0.0483238664925745,0.0527568875564848,0.0214354627262257,0.0561835499235075,0.0350550937645471,0.0336762356967144,0.0388093452443954,0.0444198318817133,0.0439173420308796,0.031778845917863,0.0583923060838654,0.0480945935586918,0.049540768026306,0.0777997563573223,0.0542263537711509,0.037061511915069,0.0394462905761879,0.0359961396897743,0.056033079185787,0.0272545029664659,0.0366254602690672,0.0793160891160065,0.0699586861506374,0.0901434898480229,0.142383625128256,0.042207659935273
"2005-02-28",0.00740830450892016,0.00709607896892006,0.0042236546089125,0.0094577424557567,0.0346438611654802,0.0182813979394254,0.0151269176684838,0.0176571402637524,0.0285475340576253,0.0221889826846828,0.014086096736297,0.0270014616523424,0.00763671934162424,0.0332345873469366,0.0222150432067618,0.00701974853309917,0.0193803703069628,0.0285809267928743,0.0239814862485712,0.0225721587577068,0.00892069810760532,0.00924851427211504,0.0147026599158302,0.0161980037191016,0.00194994749861355,0.00384699435432445,0.0141177183061574,0.00662004631969459
"2005-03-07",0.00862081423000305,0.0547517007583131,0.053071726769943,0.0135773344919414,0.0458322072271624,0.0376178203156829,0.0291756991387855,0.0394418771331351,0.0496842323145463,0.0220128523175624,0.0352947102015007,0.0420613405714221,-0.00153834150223631,0.0524572845847207,0.035209298159276,0.0150993013212863,0.0356547155615861,0.0475448748064728,0.0412229053590014,0.0401880093123683,0.0564632138516741,0.0285815569451096,0.0199927295553017,0.0368400071372594,0.010803476369408,-0.0320939024938385,-0.0075717339289012,0.0316651510320138
"2005-03-14",-0.00401214891300139,0.00198723239256982,-0.000349304305816034,0.0105186497934042,0.00339989262773255,-0.00371003543556636,-0.0120748040571135,-0.0124851592258972,-0.021805237058226,-0.0229085271017082,-0.0201262830118312,-0.00333413875409949,-0.00358123503911933,-0.021762136786962,-0.014799517019199,-0.033635443861832,-0.0203019106386231,-0.0193780198239422,-0.0199372073054143,-0.019230380057631,-0.0104093474225104,-0.0151840238655208,-0.010961006677447,-0.0325883201695891,-0.0224994371043028,-0.00894834462155103,-0.00291950714808298,-0.01022502663373
"2005-03-21",0.0398593229101651,0.0244374276959318,-0.0154914493398044,-0.00970724683324597,-0.0289331946328968,0.00486871242372011,0.0180071974611264,0.0158621785642934,-0.0102699063407323,0.0110665530285861,0.00703111596793526,-0.00808719160886895,-0.027181861685345,0.022314845650131,0.00633191808626865,-0.0264848556431696,-0.00859490421097053,-0.0100733711653556,-0.0076513161145515,-0.0220636784023345,-0.00921314358370307,-0.0180725517489941,-0.0286274697581925,0.00383732908383383,0.00660466351394451,-0.0307993819641856,-0.0506889375055843,0.0212299276308396
"2005-03-28",-0.0447168145974102,-0.0571345301385602,-0.0755191479882269,-0.0570299225501456,-0.0494322705485022,-0.0487485667615069,-0.0509025669783956,-0.0506221680814134,-0.0283639457963343,-0.0819560804597401,-0.0567481880235334,-0.0294711246910735,-0.0734861571893317,-0.0644119017036209,-0.0490488107478617,-0.0648634997086548,-0.0818552712612535,-0.0644115017422973,-0.0499352799039903,-0.0498816111831077,-0.0573201256105635,-0.0589983407619554,-0.0436575686933187,-0.0823225724522283,-0.0337756056104626,-0.00917350124847349,-0.0675162199500834,-0.0234928638353313
"2005-04-04",0.00202199400969505,-0.0126574580520016,-0.0419386892203297,-0.0291107894067357,-0.00760940779934671,-0.0224181277461044,-0.021696104937643,-0.0257895485289552,-0.0178581972424219,-0.0349179683967638,-0.0283437853649735,-0.0344650308835934,-0.028806974420724,-0.0212806988481189,-0.0337555162205536,-0.0376124723523699,-0.0488192538742522,-0.00917158079021974,-0.0355028185198654,-0.0434736229880066,-0.0618840279189277,-0.0275606043989187,-0.0444456010161014,0.00331409520874981,-0.0261719662532665,-0.0309431612997386,-0.063058831367516,0.0007697499808339
"2005-04-11",-0.00308434938445235,0.00162822962931752,-0.0171273052000229,0.0088482652036399,-0.0299922513870152,0.00403597986516502,-0.011365318482758,-0.00427275480289424,-0.0185165983417503,-0.00255137680731643,-0.0144674787721399,-0.0104377629758021,-0.00693927948340978,-0.0258276391318626,-0.0108678508316711,-0.0368510349837115,-0.0122613904546558,-0.0140256915305654,-0.0284946665789043,-0.0192570130665981,-0.0204551461439513,-0.00460087455648495,-0.00995529090174774,0.0429906709091679,0.00901347409470965,0.00648352738634017,0.051078392506124,-0.00318323987266034
"2005-04-18",0.0286256515774479,0.0244863127499384,0.0327883678553311,0.0292665627410269,0.0361888151140599,0.0455494732935069,0.0447722163457192,0.0353941007910397,0.0359885460621827,0.0428460021045352,0.040520160982604,0.0389700450767858,0.0385803868363652,0.0566878447788328,0.0382500946597801,0.0459477100080754,0.0322049830501117,0.0263316201947497,0.0412415435174687,0.0668949287080487,0.0581337668161686,0.0379790389943855,0.0032581231754083,0.0253310426888893,-0.0135400593001531,0.0902582054238339,0.0369720683761514,0.0283995640181649
"2005-04-25",-0.0201253068532425,-0.0253808894387824,-0.0652895669604687,-0.0430303524351414,-0.0538219436189751,-0.0313785552569179,-0.0425797017297285,-0.0412751030112846,-0.0313935924176487,-0.0378421692996147,-0.0651783234825407,-0.0471295404110421,-0.0449789392630571,-0.047222092002368,-0.0305776680327075,-0.0408338224708853,-0.0662033227576186,-0.0379467691215414,-0.0459533082217058,-0.0770912349596085,-0.0815728142294425,-0.0379958693361262,-0.0561459865662348,-0.0303939556989077,-0.00700256152251377,-0.0387471359471077,-0.032541506122417,-0.0381121981237227
"2005-04-29",-0.000980299358108283,-0.0715096069638674,-0.106334286090717,-0.0394055161845772,-0.0851996368800272,-0.0602942394514034,-0.0384722226979397,-0.0376110795674771,-0.0612352327578654,-0.0141961890737257,-0.103426835053214,-0.0550029632563689,-0.0661014631114529,-0.0628868388276178,-0.0835000004349418,-0.0850401921638069,-0.102148370451539,-0.0706508882976422,-0.0667512347008508,-0.0795909636111292,-0.0762117520044567,-0.0588904827075138,-0.0375319820140376,-0.0360824574416361,-0.0421693466453892,-0.0126955496714558,-0.0131110340570055,-0.0131444693297498
"2005-05-09",-0.00212040160796967,0.00632201694376899,-0.0780021591668483,0.0174660928650114,0.0177631604417261,0.00111996890894783,0.0195614963318445,0.0102025796084373,0.0252489350891905,0.01345645857928,-0.0170876819413337,0.00990839829401224,0.0277521549771809,-0.00280055106433963,0.00971533660996027,0.0167609714954331,0.00284861708200612,0.0118941329164093,0.00834094288068155,0.0171859240507333,-0.00365347763152091,0.00661877015960943,-0.00631839144644264,-0.0118574424123388,-0.0421702933844923,0.0292259634941745,0.0739051350041171,0.0287909784117666
"2005-05-16",-0.0266073083783311,-0.0440212637100723,-0.00364830758547541,-0.0146239060374684,-0.0400303916058284,-0.0339358134079966,-0.02227061222308,-0.0267898038858245,-0.0432815679785143,-0.0235861093883676,-0.0370455305883874,-0.0471601802872206,-0.0376274571802613,-0.0342330361799386,-0.0348507433816421,-0.0126966109361257,-0.0314722872504163,-0.0319458685728113,-0.0387579248388459,-0.038136380636189,-0.0140737272116622,-0.0304098470226117,-0.0270403358277012,-0.0238367541895679,-0.0306037614313013,-0.0194681212988836,-0.0400515748819315,-0.0230730575722324
"2005-05-23",-0.0489318244708112,-0.0540217771405516,0.00789720982378839,-0.0518812730548497,-0.00386679269528045,-0.033337302370172,-0.0132494370837488,-0.0086097099612088,-0.00577035646133606,0.0137326681362806,-0.0117950902805761,-0.0049872198642591,-0.0620851925343384,-0.0785305570994774,-0.0237092845113711,-0.0076766850808232,0.00600255325519594,-0.0377740545614778,-0.0130101751840712,-0.00577068690955596,0.0241821802760596,-3.65630713012877e-05,-0.0109620037506577,-0.0396495602758575,-0.0388169580628333,-0.0218689410517596,-0.000928289693024276,-0.0271900383393522
"2005-05-30",-0.00729499560827218,-0.0263641389106386,-0.0148941913098701,0.00450611152333558,-0.0227848760688341,-0.0431434877149899,-0.00642028674364159,-0.0220334380801637,0.00684860118356312,-0.0101874032553715,-0.0110191635210866,-0.0135167977901469,0.000502725998921427,-0.00201357706657657,-0.00931309459439422,-0.00799660392851198,-0.0282935496705008,-0.00844552666920606,-0.0674002703884256,-0.013857137401879,-0.0210599504011055,-0.00654801910431146,-0.0327794502256458,-0.0248653921412165,-0.00411871969894229,-0.0170572726752996,0.0486759102565717,-0.0103677814153471
"2005-06-06",-0.0295207589992943,0.0178400657232824,0.0233935342004052,-0.00926663547958562,0.0203958797234423,-0.00921379406175848,-0.0246600424534149,-0.00113544698008816,0.0030129147612481,0.00850449142139187,0.014845973921684,0.0134952472271381,0.0101905339975525,0.0141461373008989,-0.00812361130745831,0.0434210080984236,0.0382061564970018,-0.00788202793505643,0.0226040056793035,0.027808097399217,-0.00148128225307698,-0.000846849219408696,0.0275247499675695,-0.0142704879836044,-0.0103887947619654,-0.000424433211195563,-0.0272372206980327,-0.0206535049583811
"2005-06-13",-0.0203709537786105,-0.0290361575650122,-0.0375361056861676,-0.0187286875394284,-0.019058086881782,-0.0254537532603463,-0.0160167974555785,-0.00324911384467175,-0.0262714673796891,-0.0286662725060332,-0.0156357074276841,-0.0164265817698732,-0.0190161942369844,-0.0269164861123903,-0.0230695269998966,-0.0279401223669513,-0.0253833978602565,-0.0313026718932905,-0.0234261590198317,-0.043496729698064,-0.0436822829113197,-0.0363076183597579,-0.0034634639539961,-0.060272688570266,-0.00527396980052686,0.00199680224677845,-0.017075495579375,-0.0244703842361043
"2005-06-20",0.0466023248191014,0.0651423136563558,0.124980696344473,0.0684539665111243,0.0619498478381111,0.0704933035421451,0.0509585837052109,0.0670062666507132,0.0643592639512907,0.0638100245476494,0.0628114514794591,0.066978253867866,0.063425440577987,0.0611612386512492,0.0488144993130302,0.10620841547373,0.0824109422566019,0.0922582000438368,0.0798528839501778,0.0758599330033132,0.0735966797042638,0.0522582602853623,0.0503560988145164,0.0431332111614564,0.0622769620734651,0.0568052877879364,0.12700852747041,0.0559710149694697
"2005-06-27",0.0334708538710595,0.0233430931604692,0.0202696082727076,0.0283942289308028,-0.0148687782647867,-0.0153070831505788,-0.0159482298919462,-0.00204978520953691,0.000482542317983281,-0.0129344971834087,-0.0120360530910606,0.00529247723229975,-0.00210270472059104,-0.00533894752064246,-0.0239709392500158,-0.0226331206925083,-0.0157146966979322,0.00617953194270537,-0.024405302505321,-0.0334529553855463,0.00289498803671862,0.00526083886057016,-0.00709457641593669,0.0132252908423292,0.0158734768009356,0.0298544347669658,-0.0181480755462653,0.0231650963213443
"2005-07-04",0.0174415750829882,0.0227018418668345,0.0136640429046739,0.00840632906606054,0.0178211004406963,0.0206184447601405,0.0177432246559777,0.0149535496670579,0.0364070251026325,0.00449715976345111,0.0138892046399679,0.0124962386000957,0.0204118615655933,0.00972294571607968,0.00722981156298985,0.0105490388967979,0.00218714259512165,0.0129997868446603,0.022781701209043,0.014375964745069,0.00611066063172583,0.0157072228729556,0.0141859720431832,0.0117453467787483,-0.00737467059636732,0.00444175977594252,-0.0509659919025847,0.0231987059257435
"2005-07-11",-0.0668648565313257,-0.0755019543958282,-0.0640846206058328,-0.0565665658967349,-0.101502851949721,-0.0896997765947996,-0.0878966278871474,-0.0809754014251514,-0.0960414412628703,-0.0888103039218811,-0.117204629364384,-0.0858190937725922,-0.0847114154789033,-0.0925546298983138,-0.110352639710756,-0.11221427103219,-0.13943604450162,-0.0588557290677683,-0.10593881633457,-0.12292293932531,-0.105408523339064,-0.0744876213242147,-0.0737372665311273,-0.0827501926415373,-0.0530091506842565,-0.0570693056141574,-0.142264890332683,-0.0624710427461581
"2005-07-18",-0.0470437070174992,-0.0413230608242534,-0.05166726185674,-0.0178496597465454,-0.046870969397423,-0.0365620660122685,-0.0401806684333028,-0.0437143399079565,-0.03642725200553,-0.040720355961402,-0.041346264319265,-0.0777517391986917,-0.0502573150015655,-0.0388642183512484,-0.063307061907504,-0.0378194584520752,-0.0735098431580985,-0.0352791637693395,-0.04512812259141,-0.0679083150292623,-0.0400881287847428,-0.0346509128408057,-0.0259940468300446,-0.0853461268611708,-0.0417482472796582,-0.0231466644495839,-0.0928399572750065,-0.0168902700029232
"2005-07-25",0.02588403180303,-0.021624467981022,0.0182051138956867,-0.0175071368799937,-0.0386065342620698,-0.00689028192331254,-0.0243947003366802,0.00410080399377399,0.00484372399370425,-0.00397470225954333,-0.026777148518093,-0.0342391861041929,-0.0159111163369685,-0.0184559066738119,-0.00972923793371727,0.00402769155611082,-0.0210390304023811,-0.0173775351667578,-0.0512319220383137,-0.0211115300510301,0.0132544321709611,-0.00908835019950516,0.0271185193276287,0.00721529949539157,0.0149785317566709,0.0467700093863508,0.0368915573709359,-0.0101019545102528
"2005-08-01",0.0210041648887271,0.0424470552559875,0.0389319086874789,0.0395248597291378,0.0310265148448954,0.0181436131676103,0.028905233911189,0.0386522284621185,0.0302659083204277,-0.0168525618017901,0.0183268542973396,0.033314303130811,0.0954600599005282,0.00974555603352378,0.0158598251905229,0.0134374322082476,0.00446503690729383,0.0380343836225112,0.00493974110363116,0.0363182981011843,0.0329600229994877,0.0427826730192127,0.0306735528959461,0.02961386669321,0.023943764127524,0.0420470599486631,0.0345515450509071,0.0209039075110837
"2005-08-08",0.0357103786755326,0.0187395221807432,0.0302409905242289,0.0231777068610883,0.0411481156794515,0.0589856602891947,0.0365067370401349,0.0271292524061204,0.031934093521615,0.0541772852259044,0.0570854796994453,0.035176402243108,0.0264199287206113,0.0655576064328454,0.0725927992224769,0.0467320754789755,0.087122193820603,0.036066899939339,0.0711524875221494,0.0516557888916589,0.0424363414824178,0.0468705816547184,0.0419080428098253,0.0911471123016918,0.0323675579414759,0.0132849607592158,0.030660043846785,0.0281041491162091
"2005-08-15",0.00891121109156678,0.0632984928713709,0.0485981334439254,0.0308531381102606,0.0479618578377767,0.0502777675813677,0.033833702487045,0.0389962436724529,0.05069716072241,0.0307914157008282,0.0699705569291549,0.0560965466110712,0.0516216531439984,0.0455619021507792,0.0653582660803744,0.0628504061279251,0.0453752402447805,0.0542877804022952,0.0522302939797639,0.0462644898892837,0.0812380894238789,0.0425512431515722,0.0114003328628112,0.0585621127791978,0.0321019117766621,0.0419168965281287,0.0592628649643805,0.0259668461021256
"2005-08-22",0.0217569203046875,0.000192994307266936,0.0178444457997609,0.0189041992278671,0.0592981504835075,0.0449066942858876,0.0401390175565384,0.032629638151958,0.0383046663111521,0.0300367474403602,0.0387542338641005,0.0761369612684941,0.0241991843222928,0.0417472492697692,0.0669781935224032,0.0181435704852992,0.0586069490682375,0.0644705739757292,0.056855378990174,0.0528938992215258,0.0540439194332576,0.0141819231579694,0.0413745870318865,0.0302877193626161,0.0285512645085131,0.0184415032510632,0.030910430677018,0.0283737057209619
"2005-08-29",-0.0229124736543769,0.0129145379865339,0.0337128813293832,-0.0229004111320412,-0.00188295977540953,-0.0149520606907005,-0.0155353252893375,-0.0103871800120725,-0.00794999625683968,0.000235938090940024,-0.0108896414105777,-0.0236781561238679,-0.0170106675007311,-0.017965721559178,-0.0187141215121676,0.00134832139782493,-0.00831009341757216,-0.0194610851094668,-0.0138111514169363,0.00582246473351411,-0.00939143619205751,-0.0193764665408604,-0.0484787253751788,-0.0455612896456037,-0.0402684893281409,-0.0291888191863467,-0.0521945635193415,-0.00732312698283888
"2005-09-05",-0.0142916287216632,0.00825258256033035,-0.0308400604589067,-0.00941522506977766,0.00526831210727075,0.00189276992325027,0.000193456699785877,-0.00555936347443442,0.0242377352198586,-0.00274031023575905,0.00208592478056424,0.0108120209150817,-0.0140800814155257,-0.0036322036621419,-0.00373104496412235,-0.0132836971024188,0.0118557427503196,0.008217333906817,0.026566426392062,0.01167413179855,-0.0125994545400436,-0.0106129942826891,-0.00160113201570677,-0.0465552811072385,-0.0272867891081425,0.0044071408951174,-0.000519948016913574,-0.00257526116927931
"2005-09-12",0.0337910712441563,0.045030131925639,0.0557439661079755,0.0391265016604772,0.064018799061512,0.0333568712285022,0.0573237317880686,0.0622889357647614,0.0773866636154201,0.0523288803308777,0.0454101305280075,0.059274854948832,0.0667635135521012,0.0554837451827952,0.0643048679692377,0.0540219141858804,0.0586867158235664,0.0548773683653145,0.0437698823219979,0.0679471847048179,0.0575428663146207,0.0426448186961021,0.0194584745035895,0.0547083824639634,0.0262705042673623,0.0205720852242193,0.0480736024153643,0.0377460910760803
"2005-09-19",0.00259085282704596,0.014574679753947,-0.0833506681654903,-0.0171090371752776,0.000277629967310844,0.00046982636336157,-0.000393501607191205,0.00277770745302419,0.0295817540771193,0.00242163444053123,0.000472170653795345,-0.00455091755631809,0.0102586196756755,0.0371805169211008,0.00349907809023531,0.0186114084072226,-0.0203343815556458,-0.00521745469579926,-0.00534880927309267,-0.0124586836336995,-0.0259709211347579,0.00679292753889182,-0.0147866204720017,0.0203430601110215,-0.00469150244140248,0.00695189965576226,-0.0121218255159405,-0.00200343972860306
"2005-09-26",0.0206229591441458,0.0271298738631058,0.0460122725419838,0.03347379199454,0.0524527228487521,0.0372799097183538,0.0444150930439395,0.0391339641614348,0.0311819207882786,0.0341889181875175,0.0687597916764773,0.0311687461142993,0.0309852380443409,0.0275757234528244,0.0486599831453018,0.030648689076477,0.0515662796853453,0.0811463886641279,0.0561359430772521,0.0548033201627751,0.0313919263366254,0.0401901625624674,0.0236576096383994,0.0377840803416065,0.016667789557788,0.00484362564250507,0.0620969067210533,0.0247224309884819
"2005-09-30",-0.0477801579765584,-0.0437062201879774,-0.0617506537703552,-0.0492365751638077,-0.0687780930019128,-0.0627373727548921,-0.056107825425717,-0.0434596293352163,-0.0194311723786393,-0.0778591826845334,-0.0834629148676704,-0.0589971039456447,-0.0722533935222653,-0.0499084225258253,-0.0574052086993584,-0.0688265255616134,-0.101331372459198,-0.0386815179219591,-0.08173953469871,-0.0743093734599301,-0.0543239381188618,-0.0646382421356444,-0.0443094802033315,-0.0504756650982205,-0.0598868208432544,-0.0677709083912941,-0.044878850505496,-0.0483680938060775
"2005-10-10",-0.00590711938564947,-0.00426202333123005,-0.00457779342917597,-0.00535014591406302,-0.00646350617818214,0.00163947261330044,-0.00533311781950818,-0.00467138133038691,0.0305482360723008,-0.011742831050662,0.00177221294823404,-0.000791875400198094,0.00358995504748005,-0.00282356980182374,-0.0100080385748091,-0.010247335092215,-0.0148916573406082,0.0141988780787186,-0.0110654535713248,-0.0201711624233782,-0.020222123000476,-0.0196867784448091,0.00704133969000598,-0.0034685189606769,0.00494032513042519,0.0018112665701695,-0.0536500252010388,0.0037922009496496
